item_id,name
4291,Silken Thread
4340,Gray Dye
4341,Yellow Dye
4342,Purple Dye
4384,Explosive Sheep
4399,Wooden Stock
4400,Heavy Stock
4470,Simple Wood
4471,Flint and Tinder
4496,Small Brown Pouch
4497,Heavy Brown Bag
4498,Brown Leather Satchel
4499,Huge Brown Sack
4536,Shiny Red Apple
4537,Tel'Abim Banana
4538,Snapvine Watermelon
4539,Goldenbark Apple
4540,Tough Hunk of Bread
4541,Freshly Baked Bread
4542,Moist Cornbread
4544,Mulgore Spice Bread
4592,Longjaw Mud Snapper
4593,Bristle Whisker Catfish
4594,Rockscale Cod
4595,Junglevine Wine
4599,Cured Ham Steak
4600,Cherry Grog
4601,Soft Banana Bread
4602,Moon Harvest Pumpkin
4604,Forest Mushroom Cap
4605,Red-speckled Mushroom
4606,Spongy Morel
4607,Delicious Cave Mold
4608,Raw Black Truffle
4609,Recipe: Barbecued Buzzard Wing
5042,Red Ribboned Wrapping Paper
5048,Blue Ribboned Wrapping Paper
5060,Thieves' Tools
5140,Flash Powder
5173,Deathweed
5208,Smoldering Wand
5209,Gloom Wand
5210,Burning Wand
5211,Dusk Wand
5236,Combustible Wand
5238,Pitchwood Wand
5239,Blackbone Wand
5347,Pestilent Wand
5439,Small Quiver
5441,Small Shot Pouch
5483,Recipe: Scorpid Surprise
5484,Recipe: Roasted Kodo Meat
5485,Recipe: Fillet of Frenzy
5486,Recipe: Strider Stew
5488,Recipe: Crispy Lizard Tail
5489,Recipe: Lean Venison
5528,Recipe: Clam Chowder
5565,Infernal Stone
5740,Red Fireworks Rocket
5956,Blacksmith Hammer
5976,Guild Tabard
6039,Recipe: Giant Clam Scorcho
6096,Apprentice's Shirt
6097,Acolyte's Shirt
6098,Neophyte's Robe
6217,Copper Rod
6256,Fishing Pole
6260,Blue Dye
6261,Orange Dye
6265,Soul Shard
6325,Recipe: Brilliant Smallfish
6326,Recipe: Slitherskin Mackerel
6328,Recipe: Longjaw Mud Snapper
6329,Recipe: Loch Frenzy Delight
6330,Recipe: Bristle Whisker Catfish
6368,Recipe: Rainbow Fin Albacore
6369,Recipe: Rockscale Cod
6523,Buckled Harness
6524,Studded Leather Harness
6525,Grunt's Harness
6526,Battle Harness
6529,Shiny Bauble
6530,Nightcrawlers
6532,Bright Baubles
6887,Spotted Yellowtail
6892,Recipe: Smoked Bear Meat
7005,Skinning Knife
7228,Tigule and Foror's Strawberry Ice Cream
7337,The Rock
7338,Mood Ring
7339,Miniscule Diamond Ring
7340,Flawless Diamond Solitaire
7341,Cubic Zirconia Ring
7342,Silver Piffeny Band
7371,Heavy Quiver
8030,Plans: Ebon Shiv
8088,Platemail Belt
8089,Platemail Boots
8090,Platemail Bracers
8091,Platemail Gloves
8092,Platemail Helm
8093,Platemail Leggings
8094,Platemail Armor
8343,Heavy Silken Thread
8485,Cat Carrier (Bombay)
8486,Cat Carrier (Cornish Rex)
8487,Cat Carrier (Orange Tabby)
8488,Cat Carrier (Silver Tabby)
8490,Cat Carrier (Siamese)
8495,Parrot Cage (Senegal)
8496,Parrot Cage (Cockatiel)
8497,Rabbit Crate (Snowshoe)
8500,Great Horned Owl
8501,Hawk Owl
8523,Field Testing Kit
8529,Noggenfogger Elixir
8766,Morning Glory Dew
8923,Essence of Agony
8924,Dust of Deterioration
8925,Crystal Vial
8932,Alterac Swiss
8948,Dried King Bolete
8950,Homemade Cherry Pie
8952,Roasted Quail
8953,Deep Fried Plantains
8957,Spinefin Halibut
9303,Recipe: Philosopher's Stone
9304,Recipe: Transmute Iron to Gold
9312,Blue Firework
9313,Green Firework
9314,Red Streaks Firework
9315,Yellow Rose Firework
9318,Red Firework
10290,Pink Dye
10360,Black Kingsnake
10361,Brown Snake
10392,Crimson Snake
10393,Cockroach
10394,Prairie Dog Whistle
10647,Engineer's Ink
10648,Blank Parchment
10684,Colossal Parachute
11020,Evergreen Pouch
11022,Packet of Tharlendris Seeds
11023,Ancona Chicken
11026,Tree Frog Box
11109,Special Chicken Feed
11141,Bait
11284,Accurate Slugs
11285,Jagged Arrow
11291,Star Wood
11362,Medium Quiver
11363,Medium Shot Pouch
11444,Grim Guzzler Boar
12226,Recipe: Crispy Bat Wing
12228,Recipe: Roast Raptor
12229,Recipe: Hot Wolf Ribs
12231,Recipe: Jungle Stew
12232,Recipe: Carrion Surprise
12233,Recipe: Mystery Stew
12239,Recipe: Dragonbreath Chili
12240,Recipe: Heavy Kodo Stew
12703,Plans: Storm Gauntlets
12819,Plans: Ornate Thorium Handaxe
12823,Plans: Huge Thorium Battleaxe
12958,Recipe: Transmute Arcanite
13086,Reins of the Winterspring Frostsaber
13320,Arcane Quickener
13482,Recipe: Transmute Air to Fire
13483,Recipe: Transmute Fire to Earth
13501,Recipe: Major Mana Potion
13517,Recipe: Alchemist's Stone
13724,Enriched Manna Biscuit
13810,Blessed Sunfruit
13813,Blessed Sunfruit Juice
13896,Dark Green Wedding Hanbok
13897,White Traditional Hanbok
13898,Royal Dangui
13939,Recipe: Spotted Yellowtail
13940,Recipe: Cooked Glossy Mightfish
13941,Recipe: Filet of Redgill
13942,Recipe: Grilled Squid
13943,Recipe: Hot Smoked Bass
13945,Recipe: Nightfin Soup
13946,Recipe: Poached Sunscale Salmon
13947,Recipe: Lobster Stew
13948,Recipe: Mightfish Steak
13949,Recipe: Baked Salmon
14341,Rune Thread
14526,Pattern: Mooncloth
15807,Light Crossbow
15808,Fine Light Crossbow
15809,Heavy Crossbow
15810,Short Spear
15811,Heavy Spear
15903,Right-Handed Claw
15904,Right-Handed Blades
15905,Right-Handed Brass Knuckles
15906,Left-Handed Brass Knuckles
15907,Left-Handed Claw
15909,Left-Handed Blades
16059,Common Brown Shirt
16060,Common White Shirt
16072,Expert Cookbook
16083,Expert Fishing - The Bass and You
16084,Expert First Aid - Under Wraps
16110,Recipe: Monster Omelet
16111,Recipe: Spiced Chili Crab
16112,Manual: Heavy Silk Bandage
16113,Manual: Mageweave Bandage
16166,Bean Soup
16167,Versicolor Treat
16168,Heaven Peach
16169,Wild Ricecake
16170,Steamed Mandu
16171,Shinsollo
16302,Grimoire of Firebolt (Rank 2)
16316,Grimoire of Firebolt (Rank 3)
16317,Grimoire of Firebolt (Rank 4)
16318,Grimoire of Firebolt (Rank 5)
16319,Grimoire of Firebolt (Rank 6)
16320,Grimoire of Firebolt (Rank 7)
16321,Grimoire of Blood Pact (Rank 1)
16322,Grimoire of Blood Pact (Rank 2)
16323,Grimoire of Blood Pact (Rank 3)
16324,Grimoire of Blood Pact (Rank 4)
16325,Grimoire of Blood Pact (Rank 5)
16326,Grimoire of Fire Shield (Rank 1)
16327,Grimoire of Fire Shield (Rank 2)
16328,Grimoire of Fire Shield (Rank 3)
16329,Grimoire of Fire Shield (Rank 4)
16330,Grimoire of Fire Shield (Rank 5)
16331,Grimoire of Phase Shift
16346,Grimoire of Torment (Rank 2)
16347,Grimoire of Torment (Rank 3)
16348,Grimoire of Torment (Rank 4)
16349,Grimoire of Torment (Rank 5)
16350,Grimoire of Torment (Rank 6)
16351,Grimoire of Sacrifice (Rank 1)
16352,Grimoire of Sacrifice (Rank 2)
16353,Grimoire of Sacrifice (Rank 3)
16354,Grimoire of Sacrifice (Rank 4)
16355,Grimoire of Sacrifice (Rank 5)
16356,Grimoire of Sacrifice (Rank 6)
16357,Grimoire of Consume Shadows (Rank 1)
16358,Grimoire of Consume Shadows (Rank 2)
16359,Grimoire of Consume Shadows (Rank 3)
16360,Grimoire of Consume Shadows (Rank 4)
16361,Grimoire of Consume Shadows (Rank 5)
16362,Grimoire of Consume Shadows (Rank 6)
16363,Grimoire of Suffering (Rank 1)
16364,Grimoire of Suffering (Rank 2)
16365,Grimoire of Suffering (Rank 3)
16366,Grimoire of Suffering (Rank 4)
16368,Grimoire of Lash of Pain (Rank 2)
16371,Grimoire of Lash of Pain (Rank 3)
16372,Grimoire of Lash of Pain (Rank 4)
16373,Grimoire of Lash of Pain (Rank 5)
16374,Grimoire of Lash of Pain (Rank 6)
16375,Grimoire of Soothing Kiss (Rank 1)
16376,Grimoire of Soothing Kiss (Rank 2)
16377,Grimoire of Soothing Kiss (Rank 3)
16378,Grimoire of Soothing Kiss (Rank 4)
16379,Grimoire of Seduction
16380,Grimoire of Lesser Invisibility
16381,Grimoire of Devour Magic (Rank 2)
16382,Grimoire of Devour Magic (Rank 3)
16383,Grimoire of Devour Magic (Rank 4)
16384,Grimoire of Tainted Blood (Rank 1)
16385,Grimoire of Tainted Blood (Rank 2)
16386,Grimoire of Tainted Blood (Rank 3)
16387,Grimoire of Tainted Blood (Rank 4)
16388,Grimoire of Spell Lock (Rank 1)
16389,Grimoire of Spell Lock (Rank 2)
16390,Grimoire of Paranoia
16583,Demonic Figurine
16768,Furbolg Medicine Pouch
16769,Furbolg Medicine Totem
17020,Arcane Powder
17021,Wild Berries
17026,Wild Thornroot
17028,Holy Candle
17029,Sacred Candle
17030,Ankh
17031,Rune of Teleportation
17032,Rune of Portals
17033,Symbol of Divinity
17034,Maple Seed
17035,Stranglethorn Seed
17036,Ashwood Seed
17037,Hornbeam Seed
17038,Ironwood Seed
17062,Recipe: Mithril Head Trout
17119,Deeprun Rat Kabob
17183,Dented Buckler
17184,Small Shield
17185,Round Buckler
17186,Small Targe
17187,Banded Buckler
17188,Ringed Buckler
17189,Metal Buckler
17190,Ornate Buckler
17192,Reinforced Targe
17194,Holiday Spices
17196,Holiday Spirits
17200,Recipe: Gingerbread Cookie
17201,Recipe: Egg Nog
17202,Snowball
17303,Blue Ribboned Wrapping Paper
17304,Green Ribboned Wrapping Paper
17307,Purple Ribboned Wrapping Paper
17344,Candy Cane
17402,Greatfather's Winter Ale
17403,Steamwheedle Fizzy Spirits
17404,Blended Bean Brew
17405,Green Garden Tea
17406,Holiday Cheesewheel
17407,Graccu's Homemade Meat Pie
17408,Spicy Beefstick
18046,Recipe: Tender Wolf Steak
18160,Recipe: Thistle Tea
18256,Imbued Vial
18269,Gordok Green Grog
18284,Kreeg's Stout Beatdown
18287,Evermurky
18288,Molasses Firewater
18567,Elemental Flux
18629,Black Lodestone
18632,Moonbrook Riot Taffy
18633,Styleen's Sour Suckerpop
18635,Bellara's Nutterbar
18662,Heavy Leather Ball
18663,J'eevee's Jar
18670,Xorothian Glyphs
18687,Xorothian Stardust
18802,Shadowy Potion
19027,Schematic: Snake Burst Firework
19060,Warsong Gulch Enriched Ration
19061,Warsong Gulch Iron Ration
19062,Warsong Gulch Field Ration
19066,Warsong Gulch Runecloth Bandage
19067,Warsong Gulch Mageweave Bandage
19068,Warsong Gulch Silk Bandage
19202,Plans: Heavy Timbermaw Belt
19203,Plans: Girdle of the Dawn
19204,Plans: Heavy Timbermaw Boots
19205,Plans: Gloves of the Dawn
19215,Pattern: Wisdom of the Timbermaw
19216,Pattern: Argent Boots
19217,Pattern: Argent Shoulders
19218,Pattern: Mantle of the Timbermaw
19221,Darkmoon Special Reserve
19222,Cheap Beer
19223,Darkmoon Dog
19224,Red Hot Wings
19225,Deep Fried Candybar
19299,Fizzy Faire Drink
19300,Bottled Winterspring Water
19301,Alterac Manna Biscuit
19304,Spiced Beef Jerky
19305,Pickled Kodo Foot
19306,Crunchy Frog
19307,Alterac Heavy Runecloth Bandage
19318,Bottled Alterac Spring Water
19326,Pattern: Might of the Timbermaw
19327,Pattern: Timbermaw Brawlers
19328,Pattern: Dawn Treaders
19329,Pattern: Golden Mantle of the Dawn
19442,Formula: Powerful Anti-Venom
19445,Formula: Enchant Weapon - Agility
19446,Formula: Enchant Bracer - Mana Regeneration
19447,Formula: Enchant Bracer - Healing
19764,Pattern: Bloodvine Vest
19765,Pattern: Bloodvine Leggings
19766,Pattern: Bloodvine Boots
19769,Pattern: Primal Batskin Jerkin
19770,Pattern: Primal Batskin Gloves
19771,Pattern: Primal Batskin Bracers
19772,Pattern: Blood Tiger Breastplate
19773,Pattern: Blood Tiger Shoulders
19776,Plans: Bloodsoul Breastplate
19777,Plans: Bloodsoul Shoulders
19778,Plans: Bloodsoul Gauntlets
19779,Plans: Darksoul Breastplate
19780,Plans: Darksoul Leggings
19781,Plans: Darksoul Shoulders
19974,Mudskunk Lure
20000,Schematic: Bloodvine Goggles
20001,Schematic: Bloodvine Lens
20011,Recipe: Mageblood Potion
20012,Recipe: Greater Dreamless Sleep Potion
20013,Recipe: Living Action Potion
20014,Recipe: Major Troll's Blood Potion
20040,Plans: Dark Iron Boots
20075,Recipe: Heavy Crocolisk Stew
20222,Defiler's Enriched Ration
20223,Defiler's Field Ration
20224,Defiler's Iron Ration
20225,Highlander's Enriched Ration
20226,Highlander's Field Ration
20227,Highlander's Iron Ration
20232,Defiler's Mageweave Bandage
20234,Defiler's Runecloth Bandage
20235,Defiler's Silk Bandage
20237,Highlander's Mageweave Bandage
20243,Highlander's Runecloth Bandage
20244,Highlander's Silk Bandage
20253,Pattern: Warbear Harness
20254,Pattern: Warbear Woolies
20382,Pattern: Dreamscale Breastplate
20506,Pattern: Spitfire Bracers
20507,Pattern: Spitfire Gauntlets
20508,Pattern: Spitfire Breastplate
20509,Pattern: Sandstalker Bracers
20510,Pattern: Sandstalker Gauntlets
20511,Pattern: Sandstalker Breastplate
20732,Formula: Enchant Cloak - Greater Fire Resistance
20733,Formula: Enchant Cloak - Greater Nature Resistance
20752,Formula: Minor Mana Oil
20753,Formula: Lesser Wizard Oil
20754,Formula: Lesser Mana Oil
20755,Formula: Wizard Oil
20756,Formula: Brilliant Wizard Oil
20757,Formula: Brilliant Mana Oil
20758,Formula: Minor Wizard Oil
20815,Jeweler's Kit
20824,Simple Grinder
20849,Arcane Forged Shortsword
20850,Arcane Forged Axe
20851,Arcane Forged Mace
20852,Arcane Forged Dirk
20853,Mana Gathering Staff
20854,Design: Amulet of the Moon
20856,Design: Heavy Golden Necklace of Battle
20857,Honey Bread
20910,Stiff Shortbow
20911,Light Guard
20912,Large Shield
20914,Unadorned Chain Belt
20915,Unadorned Chain Boots
20916,Unadorned Chain Bracers
20917,Unadorned Chain Gloves
20918,Unadorned Chain Leggings
20919,Unadorned Chain Vest
20920,Sun Cured Belt
20921,Sun Cured Boots
20922,Sun Cured Bracers
20923,Sun Cured Gloves
20924,Sun Cured Pants
20925,Sun Cured Vest
20975,Design: The Jade Eye
20985,Light Cloth Shoes
20986,Light Cloth Pants
20987,Light Cloth Gloves
20988,Light Cloth Bracers
20989,Light Cloth Belt
20990,Light Cloth Armor
21030,Darnassus Kimchi Pie
21031,Cabbage Kimchi
21033,Radish Kimchi
21099,Recipe: Smoked Sagefish
21151,Rumsey Rum Black Label
21177,Symbol of Kings
21219,Recipe: Sagefish Delight
21358,Pattern: Soul Pouch
21552,Striped Yellowtail
21557,Small Red Rocket
21558,Small Blue Rocket
21559,Small Green Rocket
21571,Blue Rocket Cluster
21574,Green Rocket Cluster
21576,Red Rocket Cluster
21721,Moonglow
21747,Festival Firecracker
21892,Pattern: Bolt of Imbued Netherweave
21893,Pattern: Imbued Netherweave Bag
21894,Pattern: Bolt of Soulcloth
21895,Pattern: Primal Mooncloth
21896,Pattern: Netherweave Robe
21897,Pattern: Netherweave Tunic
21902,Pattern: Soulcloth Gloves
21908,Pattern: Spellfire Belt
21909,Pattern: Spellfire Gloves
21910,Pattern: Spellfire Robe
21911,Pattern: Spellfire Bag
21912,Pattern: Frozen Shadoweave Shoulders
21913,Pattern: Frozen Shadoweave Robe
21914,Pattern: Frozen Shadoweave Boots
21915,Pattern: Ebon Shadowbag
21916,Pattern: Primal Mooncloth Belt
21917,Pattern: Primal Mooncloth Robe
21918,Pattern: Primal Mooncloth Shoulders
21919,Pattern: Primal Mooncloth Bag
21939,Fel Elemental Rod
21948,Design: Opal Necklace of Impact
21992,Manual: Netherweave Bandage
21993,Manual: Heavy Netherweave Bandage
22012,Master First Aid - Doctor in the House
22014,Hallowed Brazier
22018,Conjured Glacier Water
22147,Flintweed Seed
22148,Wild Quillvine
22179,Grimoire of Firebolt (Rank 8)
22180,Grimoire of Blood Pact (Rank 6)
22181,Grimoire of Fire Shield (Rank 6)
22182,Grimoire of Torment (Rank 7)
22183,Grimoire of Suffering (Rank 5)
22184,Grimoire of Consume Shadows (Rank 7)
22185,Grimoire of Sacrifice (Rank 7)
22186,Grimoire of Lash of Pain (Rank 7)
22187,Grimoire of Soothing Kiss (Rank 5)
22188,Grimoire of Devour Magic (Rank 5)
22189,Grimoire of Devour Magic (Rank 6)
22190,Grimoire of Tainted Blood (Rank 5)
22209,Plans: Heavy Obsidian Belt
22214,Plans: Light Obsidian Belt
22250,Herb Pouch
22307,Pattern: Enchanted Mageweave Pouch
22308,Pattern: Enchanted Runecloth Bag
22310,Pattern: Cenarion Herb Bag
22312,Pattern: Satchel of Cenarius
22324,Winter Kimchi
22392,Formula: Enchant 2H Weapon - Agility
22531,Formula: Enchant Bracer - Superior Healing
22535,Formula: Enchant Ring - Striking
22536,Formula: Enchant Ring - Spellpower
22537,Formula: Enchant Ring - Healing Power
22538,Formula: Enchant Ring - Stats
22547,Formula: Enchant Chest - Exceptional Stats
22552,Formula: Enchant Weapon - Major Striking
22647,Recipe: Crunchy Spider Surprise
22683,Pattern: Gaea's Embrace
22766,Plans: Ironvine Breastplate
22767,Plans: Ironvine Gloves
22768,Plans: Ironvine Belt
22769,Pattern: Bramblewood Belt
22770,Pattern: Bramblewood Boots
22771,Pattern: Bramblewood Helm
22772,Pattern: Sylvan Shoulders
22773,Pattern: Sylvan Crown
22774,Pattern: Sylvan Vest
22775,Suntouched Special Reserve
22776,Springpaw Appetizers
22777,Bundle of Fireworks
22905,Recipe: Elixir of Major Agility
22908,Recipe: Elixir of Major Firepower
22910,Recipe: Elixir of Major Shadow Power
22911,Recipe: Major Dreamless Sleep Potion
22915,Recipe: Transmute Primal Air to Fire
22917,Recipe: Transmute Primal Fire to Earth
22918,Recipe: Transmute Primal Water to Air
22922,Recipe: Major Nature Protection Potion
22985,Suncrown Hauberk
22986,Apothecary's Robe
22987,Deathstalker's Vest
22990,Tranquillien Champion's Cloak
22991,Apprentice Boots
22992,Bogwalker Boots
22993,Volunteer's Greaves
23130,Design: Teardrop Blood Garnet
23131,Design: Bold Blood Garnet
23133,Design: Runed Blood Garnet
23134,Design: Delicate Blood Garnet
23135,Design: Inscribed Flame Spessarite
23136,Design: Luminous Flame Spessarite
23137,Design: Glinting Flame Spessarite
23138,Design: Potent Flame Spessarite
23140,Design: Radiant Deep Peridot
23141,Design: Jagged Deep Peridot
23142,Design: Enduring Deep Peridot
23143,Design: Dazzling Deep Peridot
23144,Design: Glowing Shadow Draenite
23145,Design: Royal Shadow Draenite
23146,Design: Shifting Shadow Draenite
23147,Design: Sovereign Shadow Draenite
23148,Design: Brilliant Golden Draenite
23149,Design: Gleaming Golden Draenite
23150,Design: Thick Golden Draenite
23151,Design: Rigid Golden Draenite
23152,Design: Solid Azure Moonstone
23153,Design: Sparkling Azure Moonstone
23155,Design: Lustrous Azure Moonstone
23160,Friendship Bread
23161,Freshly-Squeezed Lemonade
23321,Recruit's Robe
23585,Stouthammer Lite
