item_id,name
2144,Cuirboulli Bracers
2145,Cuirboulli Gloves
2146,Cuirboulli Pants
2148,Polished Scale Belt
2149,Polished Scale Boots
2150,Polished Scale Bracers
2151,Polished Scale Gloves
2152,Polished Scale Leggings
2153,Polished Scale Vest
2156,Padded Boots
2158,Padded Gloves
2159,Padded Pants
2160,Padded Armor
2207,Jambiya
2208,Poniard
2209,Kris
2287,Haunch of Meat
2320,Coarse Thread
2321,Fine Thread
2324,Bleach
2325,Black Dye
2364,Woven Vest
2366,Woven Pants
2367,Woven Boots
2369,Woven Gloves
2370,Battered Leather Harness
2371,Battered Leather Belt
2372,Battered Leather Pants
2373,Battered Leather Boots
2374,Battered Leather Bracers
2375,Battered Leather Gloves
2376,Worn Heater Shield
2379,Tarnished Chain Vest
2380,Tarnished Chain Belt
2381,Tarnished Chain Leggings
2383,Tarnished Chain Boots
2384,Tarnished Chain Bracers
2385,Tarnished Chain Gloves
2386,Rusted Chain Vest
2387,Rusted Chain Belt
2388,Rusted Chain Leggings
2389,Rusted Chain Boots
2390,Rusted Chain Bracers
2391,Rusted Chain Gloves
2392,Light Mail Armor
2393,Light Mail Belt
2394,Light Mail Leggings
2395,Light Mail Boots
2396,Light Mail Bracers
2397,Light Mail Gloves
2398,Light Chain Armor
2399,Light Chain Belt
2400,Light Chain Leggings
2401,Light Chain Boots
2402,Light Chain Bracers
2403,Light Chain Gloves
2411,Black Stallion Bridle
2414,Pinto Bridle
2417,Augmented Chain Vest
2418,Augmented Chain Leggings
2419,Augmented Chain Belt
2420,Augmented Chain Boots
2421,Augmented Chain Bracers
2422,Augmented Chain Gloves
2423,Brigandine Vest
2424,Brigandine Belt
2425,Brigandine Leggings
2426,Brigandine Boots
2427,Brigandine Bracers
2428,Brigandine Gloves
2429,Russet Vest
2431,Russet Pants
2432,Russet Boots
2434,Russet Gloves
2435,Embroidered Armor
2437,Embroidered Pants
2438,Embroidered Boots
2440,Embroidered Gloves
2445,Large Metal Shield
2446,Kite Shield
2448,Heavy Pavise
2451,Crested Heater Shield
2463,Studded Doublet
2464,Studded Belt
2465,Studded Pants
2467,Studded Boots
2468,Studded Bracers
2469,Studded Gloves
2470,Reinforced Leather Vest
2471,Reinforced Leather Belt
2472,Reinforced Leather Pants
2473,Reinforced Leather Boots
2474,Reinforced Leather Bracers
2475,Reinforced Leather Gloves
2479,Broad Axe
2480,Large Club
2488,Gladius
2489,Two-handed Sword
2490,Tomahawk
2491,Large Axe
2492,Cudgel
2493,Wooden Mallet
2494,Stiletto
2495,Walking Stick
2504,Worn Shortbow
2505,Polished Shortbow
2506,Hornwood Recurve Bow
2507,Laminated Recurve Bow
2508,Old Blunderbuss
2509,Ornate Blunderbuss
2510,Solid Blunderbuss
2511,Hunter's Boomstick
2512,Rough Arrow
2515,Sharp Arrow
2516,Light Shot
2519,Heavy Shot
2520,Broadsword
2521,Flamberge
2522,Crescent Axe
2523,Bullova
2524,Truncheon
2525,War Hammer
2526,Main Gauche
2527,Battle Staff
2528,Falchion
2529,Zweihander
2530,Francisca
2531,Great Axe
2532,Morning Star
2533,War Maul
2534,Rondel
2535,War Staff
2593,Flask of Port
2594,Flagon of Mead
2595,Jug of Bourbon
2596,Skin of Dwarven Stout
2604,Red Dye
2605,Green Dye
2612,Plain Robe
2613,Double-stitched Robes
2614,Robe of Apprenticeship
2615,Chromatic Robe
2616,Shimmering Silk Robes
2617,Burning Robes
2618,Silver Dress Robes
2665,Stormwind Seasoning Herbs
2678,Mild Spices
2686,Thunder Ale
2692,Hot Spices
2697,Recipe: Goretusk Liver Pie
2698,Recipe: Cooked Crab Claw
2699,Recipe: Redridge Goulash
2700,Recipe: Succulent Pork Ribs
2701,Recipe: Seasoned Wolf Kabob
2723,Bottle of Pinot Noir
2880,Weak Flux
2889,Recipe: Beer Basted Boar Ribs
2892,Deadly Poison
2893,Deadly Poison II
2894,Rhapsody Malt
2901,Mining Pick
2928,Dust of Decay
2930,Essence of Pain
2946,Balanced Throwing Dagger
2947,Small Throwing Knife
3023,Large Bore Blunderbuss
3024,"BKP 2700 ""Enforcer"""
3025,"BKP 42 ""Ultra"""
3026,Reinforced Bow
3027,Heavy Recurve Bow
3030,Razor Arrow
3033,Solid Shot
3107,Keen Throwing Knife
3108,Heavy Throwing Dagger
3111,Crude Throwing Axe
3131,Weighted Throwing Axe
3135,Sharp Throwing Axe
3137,Deadly Throwing Axe
3371,Empty Vial
3372,Leaded Vial
3419,Red Rose
3420,Black Rose
3421,Simple Wildflowers
3422,Beautiful Wildflowers
3423,Bouquet of White Roses
3424,Bouquet of Black Roses
3426,Bold Yellow Shirt
3427,Stylish Black Shirt
3428,Common Gray Shirt
3466,Strong Flux
3587,Embroidered Belt
3588,Embroidered Bracers
3589,Heavy Weave Belt
3590,Heavy Weave Bracers
3591,Padded Belt
3592,Padded Bracers
3593,Russet Belt
3594,Russet Bracers
3595,Tattered Cloth Belt
3596,Tattered Cloth Bracers
3597,Thick Cloth Belt
3598,Thick Cloth Bracers
3599,Thin Cloth Belt
3600,Thin Cloth Bracers
3602,Knitted Belt
3603,Knitted Bracers
3606,Woven Belt
3607,Woven Bracers
3678,Recipe: Crocolisk Steak
3679,Recipe: Blood Sausage
3680,Recipe: Murloc Fin Soup
3681,Recipe: Crocolisk Gumbo
3682,Recipe: Curiously Tasty Omelet
3683,Recipe: Gooey Spider Cake
3703,Southshore Stout
3713,Soothing Spices
3734,Recipe: Big Bear Steak
3735,Recipe: Hot Lion Chops
3770,Mutton Chop
3771,Wild Hog Shank
3775,Crippling Poison
3777,Lethargy Root
3857,Coal
3889,Russet Hat
3890,Studded Hat
3891,Augmented Chain Helm
3892,Embroidered Hat
3893,Reinforced Leather Cap
3894,Brigandine Helm
3927,Fine Aged Cheddar
4289,Salt
4291,Silken Thread
4340,Gray Dye
4341,Yellow Dye
4342,Purple Dye
4389,Gyrochronatom
4399,Wooden Stock
4400,Heavy Stock
4470,Simple Wood
4471,Flint and Tinder
4496,Small Brown Pouch
4497,Heavy Brown Bag
4498,Brown Leather Satchel
4499,Huge Brown Sack
4536,Shiny Red Apple
4537,Tel'Abim Banana
4538,Snapvine Watermelon
4539,Goldenbark Apple
4540,Tough Hunk of Bread
4541,Freshly Baked Bread
4542,Moist Cornbread
4544,Mulgore Spice Bread
4565,Simple Dagger
4592,Longjaw Mud Snapper
4593,Bristle Whisker Catfish
4594,Rockscale Cod
4595,Junglevine Wine
4599,Cured Ham Steak
4600,Cherry Grog
4601,Soft Banana Bread
4602,Moon Harvest Pumpkin
4604,Forest Mushroom Cap
4605,Red-speckled Mushroom
4606,Spongy Morel
4607,Delicious Cave Mold
4608,Raw Black Truffle
4609,Recipe: Barbecued Buzzard Wing
5042,Red Ribboned Wrapping Paper
5048,Blue Ribboned Wrapping Paper
5060,Thieves' Tools
5140,Flash Powder
5173,Deathweed
5208,Smoldering Wand
5209,Gloom Wand
5210,Burning Wand
5211,Dusk Wand
5236,Combustible Wand
5237,Mind-numbing Poison
5238,Pitchwood Wand
5239,Blackbone Wand
5347,Pestilent Wand
5439,Small Quiver
5441,Small Shot Pouch
5483,Recipe: Scorpid Surprise
5484,Recipe: Roasted Kodo Meat
5485,Recipe: Fillet of Frenzy
5486,Recipe: Strider Stew
5488,Recipe: Crispy Lizard Tail
5489,Recipe: Lean Venison
5528,Recipe: Clam Chowder
5565,Infernal Stone
5655,Chestnut Mare Bridle
5656,Brown Horse Bridle
5665,Horn of the Dire Wolf
5668,Horn of the Brown Wolf
5740,Red Fireworks Rocket
5864,Gray Ram
5872,Brown Ram
5873,White Ram
5956,Blacksmith Hammer
5976,Guild Tabard
6039,Recipe: Giant Clam Scorcho
6217,Copper Rod
6256,Fishing Pole
6260,Blue Dye
6261,Orange Dye
6325,Recipe: Brilliant Smallfish
6326,Recipe: Slitherskin Mackerel
6328,Recipe: Longjaw Mud Snapper
6329,Recipe: Loch Frenzy Delight
6330,Recipe: Bristle Whisker Catfish
6365,Strong Fishing Pole
6368,Recipe: Rainbow Fin Albacore
6369,Recipe: Rockscale Cod
6523,Buckled Harness
6524,Studded Leather Harness
6525,Grunt's Harness
6526,Battle Harness
6529,Shiny Bauble
6530,Nightcrawlers
6532,Bright Baubles
6892,Recipe: Smoked Bear Meat
6947,Instant Poison
6949,Instant Poison II
6950,Instant Poison III
7005,Skinning Knife
7228,Tigule and Foror's Strawberry Ice Cream
7337,The Rock
7338,Mood Ring
7339,Miniscule Diamond Ring
7340,Flawless Diamond Solitaire
7341,Cubic Zirconia Ring
7342,Silver Piffeny Band
7371,Heavy Quiver
8030,Plans: Ebon Shiv
8088,Platemail Belt
8089,Platemail Boots
8090,Platemail Bracers
8091,Platemail Gloves
8092,Platemail Helm
8093,Platemail Leggings
8094,Platemail Armor
8343,Heavy Silken Thread
8485,Cat Carrier (Bombay)
8486,Cat Carrier (Cornish Rex)
8487,Cat Carrier (Orange Tabby)
8488,Cat Carrier (Silver Tabby)
8495,Parrot Cage (Senegal)
8496,Parrot Cage (Cockatiel)
8497,Rabbit Crate (Snowshoe)
8500,Great Horned Owl
8501,Hawk Owl
8523,Field Testing Kit
8529,Noggenfogger Elixir
8563,Red Mechanostrider
8586,Whistle of the Mottled Red Raptor
8588,Whistle of the Emerald Raptor
8591,Whistle of the Turquoise Raptor
8592,Whistle of the Violet Raptor
8595,Blue Mechanostrider
8624,Red Sparkler
8625,White Sparkler
8626,Blue Sparkler
8629,Reins of the Striped Nightsaber
8631,Reins of the Striped Frostsaber
8632,Reins of the Spotted Frostsaber
8766,Morning Glory Dew
8923,Essence of Agony
8924,Dust of Deterioration
8925,Crystal Vial
8926,Instant Poison IV
8927,Instant Poison V
8928,Instant Poison VI
8932,Alterac Swiss
8948,Dried King Bolete
8950,Homemade Cherry Pie
8952,Roasted Quail
8953,Deep Fried Plantains
8957,Spinefin Halibut
8984,Deadly Poison III
8985,Deadly Poison IV
9303,Recipe: Philosopher's Stone
9304,Recipe: Transmute Iron to Gold
9312,Blue Firework
9313,Green Firework
9314,Red Streaks Firework
9315,Yellow Rose Firework
9317,"Red, White and Blue Firework"
9318,Red Firework
10290,Pink Dye
10360,Black Kingsnake
10361,Brown Snake
10392,Crimson Snake
10393,Cockroach
10394,Prairie Dog Whistle
10647,Engineer's Ink
10648,Blank Parchment
10684,Colossal Parachute
10918,Wound Poison
10920,Wound Poison II
10921,Wound Poison III
10922,Wound Poison IV
11020,Evergreen Pouch
11022,Packet of Tharlendris Seeds
11023,Ancona Chicken
11026,Tree Frog Box
11109,Special Chicken Feed
11141,Bait
11284,Accurate Slugs
11285,Jagged Arrow
11291,Star Wood
11362,Medium Quiver
11444,Grim Guzzler Boar
12226,Recipe: Crispy Bat Wing
12228,Recipe: Roast Raptor
12229,Recipe: Hot Wolf Ribs
12231,Recipe: Jungle Stew
12232,Recipe: Carrion Surprise
12233,Recipe: Mystery Stew
12239,Recipe: Dragonbreath Chili
12240,Recipe: Heavy Kodo Stew
12302,Reins of the Frostsaber
12303,Reins of the Nightsaber
12330,Horn of the Red Wolf
12351,Horn of the Arctic Wolf
12353,White Stallion Bridle
12354,Palomino Bridle
12584,Grand Marshal's Longsword
12703,Plans: Storm Gauntlets
12819,Plans: Ornate Thorium Handaxe
12823,Plans: Huge Thorium Battleaxe
12958,Recipe: Transmute Arcanite
13317,Whistle of the Ivory Raptor
13320,Arcane Quickener
13321,Green Mechanostrider
13322,Unpainted Mechanostrider
13326,White Mechanostrider Mod A
13327,Icy Blue Mechanostrider Mod A
13328,Black Ram
13329,Frost Ram
13331,Red Skeletal Horse
13332,Blue Skeletal Horse
13333,Brown Skeletal Horse
13334,Green Skeletal Warhorse
13482,Recipe: Transmute Air to Fire
13483,Recipe: Transmute Fire to Earth
13484,Recipe: Transmute Earth to Water
13485,Recipe: Transmute Water to Air
13501,Recipe: Major Mana Potion
13724,Enriched Manna Biscuit
13810,Blessed Sunfruit
13813,Blessed Sunfruit Juice
13896,Dark Green Wedding Hanbok
13897,White Traditional Hanbok
13898,Royal Dangui
13939,Recipe: Spotted Yellowtail
13940,Recipe: Cooked Glossy Mightfish
13941,Recipe: Filet of Redgill
13942,Recipe: Grilled Squid
13943,Recipe: Hot Smoked Bass
13945,Recipe: Nightfin Soup
13946,Recipe: Poached Sunscale Salmon
13947,Recipe: Lobster Stew
13948,Recipe: Mightfish Steak
13949,Recipe: Baked Salmon
14341,Rune Thread
15196,Private's Tabard
15197,Scout's Tabard
15198,Knight's Colors
15199,Stone Guard's Herald
15200,Senior Sergeant's Insignia
15277,Gray Kodo
15290,Brown Kodo
15292,Green Kodo
15293,Teal Kodo
15326,Gleaming Throwing Axe
15327,Wicked Throwing Dagger
15807,Light Crossbow
15808,Fine Light Crossbow
15809,Heavy Crossbow
15810,Short Spear
15811,Heavy Spear
15903,Right-Handed Claw
15904,Right-Handed Blades
15905,Right-Handed Brass Knuckles
15906,Left-Handed Brass Knuckles
15907,Left-Handed Claw
15909,Left-Handed Blades
16059,Common Brown Shirt
16060,Common White Shirt
16072,Expert Cookbook
16083,Expert Fishing - The Bass and You
16084,Expert First Aid - Under Wraps
16110,Recipe: Monster Omelet
16111,Recipe: Spiced Chili Crab
16112,Manual: Heavy Silk Bandage
16113,Manual: Mageweave Bandage
16166,Bean Soup
16167,Versicolor Treat
16168,Heaven Peach
16169,Wild Ricecake
16170,Steamed Mandu
16171,Shinsollo
16302,Grimoire of Firebolt (Rank 2)
16316,Grimoire of Firebolt (Rank 3)
16317,Grimoire of Firebolt (Rank 4)
16318,Grimoire of Firebolt (Rank 5)
16319,Grimoire of Firebolt (Rank 6)
16320,Grimoire of Firebolt (Rank 7)
16321,Grimoire of Blood Pact (Rank 1)
16322,Grimoire of Blood Pact (Rank 2)
16323,Grimoire of Blood Pact (Rank 3)
16324,Grimoire of Blood Pact (Rank 4)
16325,Grimoire of Blood Pact (Rank 5)
16326,Grimoire of Fire Shield (Rank 1)
16327,Grimoire of Fire Shield (Rank 2)
16328,Grimoire of Fire Shield (Rank 3)
16329,Grimoire of Fire Shield (Rank 4)
16330,Grimoire of Fire Shield (Rank 5)
16331,Grimoire of Phase Shift
16335,Senior Sergeant's Insignia
16341,Sergeant's Cloak
16342,Sergeant's Cape
16345,High Warlord's Blade
16346,Grimoire of Torment (Rank 2)
16347,Grimoire of Torment (Rank 3)
16348,Grimoire of Torment (Rank 4)
16349,Grimoire of Torment (Rank 5)
16350,Grimoire of Torment (Rank 6)
16351,Grimoire of Sacrifice (Rank 1)
16352,Grimoire of Sacrifice (Rank 2)
16353,Grimoire of Sacrifice (Rank 3)
16354,Grimoire of Sacrifice (Rank 4)
16355,Grimoire of Sacrifice (Rank 5)
16356,Grimoire of Sacrifice (Rank 6)
16357,Grimoire of Consume Shadows (Rank 1)
16358,Grimoire of Consume Shadows (Rank 2)
16359,Grimoire of Consume Shadows (Rank 3)
16360,Grimoire of Consume Shadows (Rank 4)
16361,Grimoire of Consume Shadows (Rank 5)
16362,Grimoire of Consume Shadows (Rank 6)
16363,Grimoire of Suffering (Rank 1)
16364,Grimoire of Suffering (Rank 2)
16365,Grimoire of Suffering (Rank 3)
16366,Grimoire of Suffering (Rank 4)
16368,Grimoire of Lash of Pain (Rank 2)
16369,Knight-Lieutenant's Silk Boots
16371,Grimoire of Lash of Pain (Rank 3)
16372,Grimoire of Lash of Pain (Rank 4)
16373,Grimoire of Lash of Pain (Rank 5)
16374,Grimoire of Lash of Pain (Rank 6)
16375,Grimoire of Soothing Kiss (Rank 1)
16376,Grimoire of Soothing Kiss (Rank 2)
16377,Grimoire of Soothing Kiss (Rank 3)
16378,Grimoire of Soothing Kiss (Rank 4)
16379,Grimoire of Seduction
16380,Grimoire of Lesser Invisibility
16381,Grimoire of Devour Magic (Rank 2)
16382,Grimoire of Devour Magic (Rank 3)
16383,Grimoire of Devour Magic (Rank 4)
16384,Grimoire of Tainted Blood (Rank 1)
16385,Grimoire of Tainted Blood (Rank 2)
16386,Grimoire of Tainted Blood (Rank 3)
16387,Grimoire of Tainted Blood (Rank 4)
16388,Grimoire of Spell Lock (Rank 1)
16389,Grimoire of Spell Lock (Rank 2)
16390,Grimoire of Paranoia
16391,Knight-Lieutenant's Silk Gloves
16392,Knight-Lieutenant's Leather Boots
16393,Knight-Lieutenant's Dragonhide Footwraps
16396,Knight-Lieutenant's Leather Gauntlets
16397,Knight-Lieutenant's Dragonhide Gloves
16401,Knight-Lieutenant's Chain Boots
16403,Knight-Lieutenant's Chain Gauntlets
16405,Knight-Lieutenant's Plate Boots
16406,Knight-Lieutenant's Plate Gauntlets
16409,Knight-Lieutenant's Lamellar Sabatons
16410,Knight-Lieutenant's Lamellar Gauntlets
16413,Knight-Captain's Silk Raiment
16414,Knight-Captain's Silk Leggings
16415,Lieutenant Commander's Silk Spaulders
16416,Lieutenant Commander's Crown
16417,Knight-Captain's Leather Armor
16418,Lieutenant Commander's Leather Veil
16419,Knight-Captain's Leather Legguards
16420,Lieutenant Commander's Leather Spaulders
16421,Knight-Captain's Dragonhide Tunic
16422,Knight-Captain's Dragonhide Leggings
16423,Lieutenant Commander's Dragonhide Epaulets
16424,Lieutenant Commander's Dragonhide Shroud
16425,Knight-Captain's Chain Hauberk
16426,Knight-Captain's Chain Leggings
16427,Lieutenant Commander's Chain Pauldrons
16428,Lieutenant Commander's Chain Helmet
16429,Lieutenant Commander's Plate Helm
16430,Knight-Captain's Plate Chestguard
16431,Knight-Captain's Plate Leggings
16432,Lieutenant Commander's Plate Pauldrons
16433,Knight-Captain's Lamellar Breastplate
16434,Lieutenant Commander's Lamellar Headguard
16435,Knight-Captain's Lamellar Leggings
16436,Lieutenant Commander's Lamellar Shoulders
16437,Marshal's Silk Footwraps
16440,Marshal's Silk Gloves
16441,Field Marshal's Coronet
16442,Marshal's Silk Leggings
16443,Field Marshal's Silk Vestments
16444,Field Marshal's Silk Spaulders
16446,Marshal's Leather Footguards
16448,Marshal's Dragonhide Gauntlets
16449,Field Marshal's Dragonhide Spaulders
16450,Marshal's Dragonhide Legguards
16451,Field Marshal's Dragonhide Helmet
16452,Field Marshal's Dragonhide Breastplate
16453,Field Marshal's Leather Chestpiece
16454,Marshal's Leather Handgrips
16455,Field Marshal's Leather Mask
16456,Marshal's Leather Leggings
16457,Field Marshal's Leather Epaulets
16459,Marshal's Dragonhide Boots
16462,Marshal's Chain Boots
16463,Marshal's Chain Grips
16465,Field Marshal's Chain Helm
16466,Field Marshal's Chain Breastplate
16467,Marshal's Chain Legguards
16468,Field Marshal's Chain Spaulders
16471,Marshal's Lamellar Gloves
16472,Marshal's Lamellar Boots
16473,Field Marshal's Lamellar Chestplate
16474,Field Marshal's Lamellar Faceguard
16475,Marshal's Lamellar Legplates
16476,Field Marshal's Lamellar Pauldrons
16477,Field Marshal's Plate Armor
16478,Field Marshal's Plate Helm
16479,Marshal's Plate Legguards
16480,Field Marshal's Plate Shoulderguards
16483,Marshal's Plate Boots
16484,Marshal's Plate Gauntlets
16485,Blood Guard's Silk Footwraps
16486,First Sergeant's Silk Cuffs
16487,Blood Guard's Silk Gloves
16489,Champion's Silk Hood
16490,Legionnaire's Silk Pants
16491,Legionnaire's Silk Robes
16492,Champion's Silk Shoulderpads
16494,Blood Guard's Dragonhide Boots
16496,Blood Guard's Dragonhide Gauntlets
16497,First Sergeant's Leather Armguards
16498,Blood Guard's Leather Treads
16499,Blood Guard's Leather Vices
16501,Champion's Dragonhide Spaulders
16502,Legionnaire's Dragonhide Trousers
16503,Champion's Dragonhide Helm
16504,Legionnaire's Dragonhide Breastplate
16505,Legionnaire's Leather Hauberk
16506,Champion's Leather Headguard
16507,Champion's Leather Mantle
16508,Legionnaire's Leather Leggings
16509,Blood Guard's Plate Boots
16510,Blood Guard's Plate Gloves
16513,Legionnaire's Plate Armor
16514,Champion's Plate Headguard
16515,Legionnaire's Plate Legguards
16516,Champion's Plate Pauldrons
16518,Blood Guard's Mail Walkers
16519,Blood Guard's Mail Grips
16521,Champion's Mail Helm
16522,Legionnaire's Mail Chestpiece
16523,Legionnaire's Mail Leggings
16524,Champion's Mail Shoulders
16525,Legionnaire's Chain Breastplate
16526,Champion's Chain Headguard
16527,Legionnaire's Chain Leggings
16528,Champion's Chain Pauldrons
16530,Blood Guard's Chain Gauntlets
16531,Blood Guard's Chain Boots
16532,First Sergeant's Mail Wristguards
16533,Warlord's Silk Cowl
16534,General's Silk Trousers
16535,Warlord's Silk Raiment
16536,Warlord's Silk Amice
16539,General's Silk Boots
16540,General's Silk Handguards
16541,Warlord's Plate Armor
16542,Warlord's Plate Headpiece
16543,General's Plate Leggings
16544,Warlord's Plate Shoulders
16545,General's Plate Boots
16548,General's Plate Gauntlets
16549,Warlord's Dragonhide Hauberk
16550,Warlord's Dragonhide Helmet
16551,Warlord's Dragonhide Epaulets
16552,General's Dragonhide Leggings
16554,General's Dragonhide Boots
16555,General's Dragonhide Gloves
16558,General's Leather Treads
16560,General's Leather Mitts
16561,Warlord's Leather Helm
16562,Warlord's Leather Spaulders
16563,Warlord's Leather Breastplate
16564,General's Leather Legguards
16565,Warlord's Chain Chestpiece
16566,Warlord's Chain Helmet
16567,General's Chain Legguards
16568,Warlord's Chain Shoulders
16569,General's Chain Boots
16571,General's Chain Gloves
16573,General's Mail Boots
16574,General's Mail Gauntlets
16577,Warlord's Mail Armor
16578,Warlord's Mail Helm
16579,General's Mail Leggings
16580,Warlord's Mail Spaulders
16583,Demonic Figurine
17019,Arcane Dust
17020,Arcane Powder
17021,Wild Berries
17026,Wild Thornroot
17028,Holy Candle
17029,Sacred Candle
17030,Ankh
17031,Rune of Teleportation
17032,Rune of Portals
17033,Symbol of Divinity
17034,Maple Seed
17035,Stranglethorn Seed
17036,Ashwood Seed
17037,Hornbeam Seed
17038,Ironwood Seed
17062,Recipe: Mithril Head Trout
17119,Deeprun Rat Kabob
17183,Dented Buckler
17184,Small Shield
17185,Round Buckler
17186,Small Targe
17187,Banded Buckler
17188,Ringed Buckler
17189,Metal Buckler
17190,Ornate Buckler
17192,Reinforced Targe
17194,Holiday Spices
17195,Fake Mistletoe
17196,Holiday Spirits
17200,Recipe: Gingerbread Cookie
17201,Recipe: Egg Nog
17202,Snowball
17303,Blue Ribboned Wrapping Paper
17304,Green Ribboned Wrapping Paper
17307,Purple Ribboned Wrapping Paper
17344,Candy Cane
17349,Superior Healing Draught
17352,Superior Mana Draught
17402,Greatfather's Winter Ale
17403,Steamwheedle Fizzy Spirits
17404,Blended Bean Brew
17405,Green Garden Tea
17406,Holiday Cheesewheel
17407,Graccu's Homemade Meat Pie
17408,Spicy Beefstick
17562,Knight-Lieutenant's Dreadweave Boots
17564,Knight-Lieutenant's Dreadweave Gloves
17566,Lieutenant Commander's Headguard
17567,Knight-Captain's Dreadweave Leggings
17568,Knight-Captain's Dreadweave Robe
17569,Lieutenant Commander's Dreadweave Mantle
17570,Champion's Dreadweave Hood
17571,Legionnaire's Dreadweave Leggings
17572,Legionnaire's Dreadweave Robe
17573,Champion's Dreadweave Shoulders
17576,Blood Guard's Dreadweave Boots
17577,Blood Guard's Dreadweave Gloves
17578,Field Marshal's Coronal
17579,Marshal's Dreadweave Leggings
17580,Field Marshal's Dreadweave Shoulders
17581,Field Marshal's Dreadweave Robe
17583,Marshal's Dreadweave Boots
17584,Marshal's Dreadweave Gloves
17586,General's Dreadweave Boots
17588,General's Dreadweave Gloves
17590,Warlord's Dreadweave Mantle
17591,Warlord's Dreadweave Hood
17592,Warlord's Dreadweave Robe
17593,General's Dreadweave Pants
17594,Knight-Lieutenant's Satin Boots
17596,Knight-Lieutenant's Satin Gloves
17598,Lieutenant Commander's Diadem
17599,Knight-Captain's Satin Leggings
17600,Knight-Captain's Satin Robes
17601,Lieutenant Commander's Satin Amice
17602,Field Marshal's Headdress
17603,Marshal's Satin Pants
17604,Field Marshal's Satin Mantle
17605,Field Marshal's Satin Vestments
17607,Marshal's Satin Sandals
17608,Marshal's Satin Gloves
17610,Champion's Satin Cowl
17611,Legionnaire's Satin Trousers
17612,Legionnaire's Satin Vestments
17613,Champion's Satin Shoulderpads
17616,Blood Guard's Satin Boots
17617,Blood Guard's Satin Gloves
17618,General's Satin Boots
17620,General's Satin Gloves
17622,Warlord's Satin Mantle
17623,Warlord's Satin Cowl
17624,Warlord's Satin Robes
17625,General's Satin Leggings
18046,Recipe: Tender Wolf Steak
18241,Black War Steed Bridle
18242,Reins of the Black War Tiger
18243,Black Battlestrider
18244,Black War Ram
18245,Horn of the Black War Wolf
18246,Whistle of the Black War Raptor
18247,Black War Kodo
18248,Red Skeletal Warhorse
18256,Imbued Vial
18269,Gordok Green Grog
18284,Kreeg's Stout Beatdown
18287,Evermurky
18288,Molasses Firewater
18427,Sergeant's Cloak
18428,Senior Sergeant's Insignia
18429,First Sergeant's Plate Bracers
18430,First Sergeant's Plate Bracers
18432,First Sergeant's Mail Wristguards
18434,First Sergeant's Dragonhide Armguards
18435,First Sergeant's Leather Armguards
18436,First Sergeant's Dragonhide Armguards
18437,First Sergeant's Silk Cuffs
18440,Sergeant's Cape
